Order ID,Product,Quantity Ordered,Price Each,Order Date
122060,iMac,1,1699,08/07/25 20:11
117599,Galaxy S26 Ultra,1,1299,06/29/25 07:49
141997,MacBook Neo,1,599,01/20/26 12:16
132331,Sony WF-1000XM6,1,299,11/01/25 12:10
143513,Sony WF-1000XM6,1,299,02/02/26 18:19
142223,Galaxy S26 Ultra,1,1299,01/21/26 13:35
106266,Galaxy S26+,1,1299,03/24/25 01:57
108448,MacBook Neo,1,599,04/12/25 01:54
139280,Galaxy S26 Ultra,1,1299,12/27/25 11:55
126964,iPhone 17 Pro Max,1,1299,09/18/25 16:52
146357,MacBook Air 15 Inch,1,1299,02/27/26 00:43
134067,BRAVIA 3 II 65,1,899,11/15/25 04:05
111549,Sony WF-1000XM6,1,299,05/09/25 09:23
109570,Sony WF-1000XM6,1,299,04/22/25 23:46
119306,Sony WF-1000XM6,3,299,07/14/25 01:23
152633,Sony WF-1000XM6,1,299,04/21/26 20:32
114839,Sony WF-1000XM6,1,299,06/06/25 15:02
107551,Sony WF-1000XM6,1,299,04/04/25 13:40
151921,MacBook Neo,4,599,04/15/26 07:07
117702,Sony WF-1000XM6,1,299,06/30/25 03:04
110434,BRAVIA 3 II 65,2,899,04/29/25 19:00
107487,iPhone 17 Pro Max,1,1299,04/04/25 02:09
110528,Galaxy S26+,1,1299,04/30/25 23:50
147900,Galaxy S26+,1,1299,03/12/26 16:01
147816,MacBook Neo,1,599,03/12/26 18:54
108456,MacBook Neo,1,599,04/12/25 16:53
140327,BRAVIA XR8B 65,1,1299,01/05/26 18:54
123411,MacBook Neo,1,599,08/18/25 17:19
110396,Sony WH-1000XM6,3,459,04/29/25 13:19
138625,BRAVIA XR 77,1,4499,12/22/25 20:27
140691,Galaxy S26 Ultra,1,1299,01/08/26 19:50
142155,Sony WH-1000XM6,1,459,01/21/26 12:15
109373,Sony WF-1000XM6,1,299,04/20/25 21:29
151796,BRAVIA 3 II 65,1,899,04/13/26 05:46
110052,Sony WH-1000XM6,1,459,04/26/25 00:22
112710,Sony WF-1000XM6,1,299,05/19/25 06:14
115498,BRAVIA 3 II 65,3,899,06/11/25 08:41
109878,MacBook Neo,1,599,04/25/25 14:13
120816,Sony WF-1000XM6,1,299,07/27/25 23:53
140035,MacBook Air 15 Inch,1,1299,01/03/26 19:06
135459,Sony WH-1000XM6,1,459,11/27/25 07:35
148159,MacBook Neo,1,599,03/15/26 13:41
107598,iPhone 17 Pro Max,1,1299,04/05/25 06:03
144834,iPhone 17 Pro Max,1,1299,02/14/26 11:41
108260,"Samsung 85"" Neo QLED QN80H",1,3299,04/10/25 06:48
135173,BRAVIA 3 II 65,1,899,11/24/25 21:56
141530,Sony WF-1000XM6,4,299,01/16/26 07:44
121553,Galaxy S26+,1,1299,08/02/25 15:13
103089,Sony WH-1000XM6,1,459,02/25/25 03:43
120466,Sony WF-1000XM6,1,299,07/24/25 20:49
101571,Sony WF-1000XM6,1,299,02/11/25 19:45
102031,Galaxy Z Fold7,1,1999,02/15/25 06:26
140471,BRAVIA 3 II 65,1,899,01/06/26 05:45
139627,Sony WF-1000XM6,1,299,12/30/25 20:45
134030,Sony WF-1000XM6,1,299,11/15/25 00:51
135471,Sony WH-1000XM6,1,459,11/27/25 21:53
137639,iPhone 17 Pro Max,1,1299,12/15/25 21:55
103472,Galaxy Z Fold7,1,1999,02/28/25 11:10
131808,Sony WF-1000XM6,1,299,10/28/25 20:56
134762,Alpha 7 V,1,2899,11/21/25 21:10
148367,BRAVIA 3 II 65,1,899,03/16/26 03:48
102424,Sony WH-1000XM6,1,459,02/19/25 07:31
108244,Sony WF-1000XM6,4,299,04/10/25 07:35
148762,MacBook Pro 16 Inch,1,2699,03/20/26 23:42
135424,iPhone 17 Pro Max,1,1299,11/27/25 17:03
137959,Sony WF-1000XM6,1,299,12/17/25 23:33
138664,BRAVIA 3 II 65,1,899,12/22/25 16:28
140298,Sony WH-1000XM6,1,459,01/05/26 22:19
150676,MacBook Neo,1,599,04/05/26 02:16
113704,Alpha 7 V,1,2899,05/27/25 12:12
140330,"Samsung 85"" Neo QLED QN80H",1,3299,01/05/26 07:13
101060,MacBook Neo,1,599,02/07/25 15:36
125133,MacBook Neo,1,599,09/02/25 00:19
152655,BRAVIA XR8B 65,1,1299,04/21/26 08:39
125933,BRAVIA 3 II 65,1,899,09/08/25 23:34
126191,Sony WH-1000XM6,1,459,09/11/25 10:07
122213,Sony WF-1000XM6,1,299,08/08/25 08:38
101063,MacBook Neo,1,599,02/07/25 19:39
101919,BRAVIA XR8B 65,1,1299,02/14/25 15:18
144478,MacBook Neo,1,599,02/11/26 09:42
147450,Galaxy S26+,1,1299,03/08/26 05:50
138728,Sony WF-1000XM6,1,299,12/23/25 17:46
149448,iPhone 17 Pro Max,1,1299,03/26/26 17:16
122128,Galaxy S26 Ultra,1,1299,08/07/25 13:39
145287,Galaxy S26 Ultra,1,1299,02/17/26 16:12
119930,BRAVIA 3 II 65,1,899,07/19/25 05:51
137011,MacBook Neo,1,599,12/10/25 20:09
124809,MacBook Neo,3,599,08/30/25 02:51
122974,Galaxy S26 Ultra,1,1299,08/14/25 16:28
110773,iPhone 17 Pro Max,1,1299,05/03/25 16:20
133353,BRAVIA 3 II 65,4,899,11/09/25 01:40
110704,Sony WH-1000XM6,1,459,05/02/25 03:23
144106,Sony WF-1000XM6,1,299,02/07/26 19:37
152769,Sony WF-1000XM6,1,299,04/22/26 15:15
117857,Galaxy S26 Ultra,1,1299,07/01/25 01:46
111812,BRAVIA XR 65,1,3499,05/11/25 01:58
136877,iPhone 17 Pro Max,1,1299,12/09/25 13:15
105690,MacBook Neo,1,599,03/20/25 20:17
102701,Galaxy S26+,1,1299,02/21/25 23:19
139001,Galaxy Z Fold7,1,1999,12/25/25 03:25
121825,MacBook Neo,1,599,08/05/25 06:13
102563,BRAVIA XR8B 65,1,1299,02/20/25 08:09
128033,Alpha 7R V ,1,3299,09/26/25 04:07
150170,Galaxy Z Fold7,1,1999,03/31/26 20:44
124064,Galaxy S26 Ultra,1,1299,08/23/25 00:01
147472,iPhone 17 Pro Max,1,1299,03/09/26 01:05
134775,Galaxy S26+,1,1299,11/21/25 06:49
100890,Galaxy S26 Ultra,1,1299,02/05/25 07:04
116969,Sony WF-1000XM6,1,299,06/24/25 01:42
151256,BRAVIA 3 II 65,1,899,04/09/26 10:27
109741,Galaxy S26 Ultra,1,1299,04/23/25 22:05
114552,Galaxy S26+,1,1299,06/03/25 07:43
120133,Galaxy S26 Ultra,1,1299,07/21/25 22:27
125412,Alpha 1,1,6199,09/04/25 05:22
121053,BRAVIA XR8B 65,1,1299,07/29/25 02:36
105301,BRAVIA XR8B 65,1,1299,03/16/25 06:34
102512,Sony WH-1000XM6,1,459,02/20/25 05:30
110310,Sony WF-1000XM6,2,299,04/28/25 11:03
126381,MacBook Neo,1,599,09/13/25 11:39
141867,iPhone 17 Pro Max,1,1299,01/19/26 18:50
148037,MacBook Neo,1,599,03/14/26 11:21
110539,BRAVIA 3 II 65,1,899,04/30/25 06:34
150901,Galaxy S26+,1,1299,04/06/26 05:13
107298,Sony WF-1000XM6,1,299,04/02/25 19:57
151721,Sony WH-1000XM6,1,459,04/13/26 18:31
148846,Galaxy S26+,1,1299,03/20/26 22:15
137393,Sony WH-1000XM6,1,459,12/13/25 13:53
112854,BRAVIA XR8B 65,1,1299,05/20/25 08:47
105176,BRAVIA XR 65,1,3499,03/15/25 11:07
140237,Galaxy S26 Ultra,1,1299,01/04/26 05:03
107659,Sony WF-1000XM6,1,299,04/05/25 01:56
135664,BRAVIA 3 II 65,1,899,11/28/25 08:03
103400,MacBook Neo,4,599,02/28/25 09:10
125552,Galaxy S26+,1,1299,09/05/25 10:10
151354,BRAVIA XR 77,1,4499,04/10/26 16:23
118000,iPhone 17 Pro Max,1,1299,07/03/25 05:28
123052,Sony WH-1000XM6,1,459,08/15/25 05:04
130877,Sony WH-1000XM6,1,459,10/20/25 23:50
108310,MacBook Neo,4,599,04/11/25 09:39
145155,Sony WF-1000XM6,1,299,02/16/26 14:04
108390,BRAVIA XR8B 65,1,1299,04/11/25 16:51
114994,BRAVIA XR8B 65,1,1299,06/07/25 12:54
120643,MacBook Neo,1,599,07/26/25 05:09
126883,MacBook Air 15 Inch,1,1299,09/17/25 13:16
138272,MacBook Neo,4,599,12/20/25 22:29
133859,MacBook Neo,3,599,11/14/25 05:50
119926,BRAVIA 3 II 65,2,899,07/19/25 11:36
128972,BRAVIA XR 65,1,3499,10/04/25 18:15
145763,BRAVIA 3 II 65,1,899,02/21/26 07:17
139330,MacBook Neo,1,599,12/28/25 23:10
132920,Sony WF-1000XM6,1,299,11/06/25 10:02
116729,Sony WH-1000XM6,1,459,06/22/25 02:24
110893,Galaxy S26+,1,1299,05/03/25 22:36
119949,MacBook Neo,1,599,07/20/25 00:08
104144,Sony WF-1000XM6,1,299,03/06/25 07:15
119181,Sony WF-1000XM6,1,299,07/13/25 00:12
124281,Sony WF-1000XM6,1,299,08/25/25 08:42
103440,Sony WF-1000XM6,1,299,02/28/25 23:44
134935,MacBook Pro 16 Inch,1,2699,11/23/25 02:42
119096,Galaxy S26 Ultra,1,1299,07/12/25 18:42
103872,MacBook Neo,1,599,03/04/25 06:18
103861,MacBook Pro 16 Inch,1,2699,03/04/25 02:52
138587,Sony WH-1000XM6,1,459,12/22/25 03:55
102316,Sony WF-1000XM6,1,299,02/18/25 00:55
137210,Galaxy Z Fold7,1,1999,12/11/25 16:08
117890,iPhone 17 Pro Max,1,1299,07/02/25 17:11
138363,Galaxy S26 Ultra,1,1299,12/20/25 19:14
113058,Sony WF-1000XM6,1,299,05/22/25 10:03
118621,Sony WF-1000XM6,1,299,07/08/25 13:11
121927,MacBook Pro 16 Inch,1,2699,08/06/25 21:58
150029,Sony WF-1000XM6,3,299,03/30/26 22:43
113830,BRAVIA 3 II 65,1,899,05/28/25 11:57
119003,MacBook Neo,1,599,07/12/25 07:06
148174,MacBook Neo,1,599,03/15/26 03:09
136793,Sony WH-1000XM6,2,459,12/08/25 00:27
140586,BRAVIA 3 II 65,4,899,01/07/26 12:23
128777,MacBook Neo,1,599,10/03/25 03:33
110668,MacBook Pro 16 Inch,1,2699,05/02/25 07:03
122480,Sony WH-1000XM6,4,459,08/10/25 15:41
138823,MacBook Air 15 Inch,1,1299,12/24/25 19:51
107757,Sony WH-1000XM6,1,459,04/06/25 15:40
108522,Galaxy S26+,1,1299,04/12/25 10:51
123825,Alpha 7R V ,1,3299,08/21/25 14:01
120481,Galaxy Z Fold7,1,1999,07/24/25 14:35
115198,Sony WH-1000XM6,1,459,06/09/25 15:10
115438,Sony WH-1000XM6,1,459,06/11/25 20:16
105960,Sony WH-1000XM6,1,459,03/22/25 08:40
136036,Galaxy S26+,1,1299,12/01/25 14:30
112923,MacBook Air 15 Inch,1,1299,05/21/25 19:40
126325,Sony WF-1000XM6,1,299,09/12/25 09:22
145059,Galaxy Z Fold7,1,1999,02/15/26 06:50
123394,iPhone 17 Pro Max,1,1299,08/18/25 20:48
103878,MacBook Neo,1,599,03/04/25 14:49
129669,Galaxy Z Fold7,1,1999,10/10/25 12:33
100392,Sony WF-1000XM6,1,299,02/01/25 17:10
149063,Sony WF-1000XM6,1,299,03/22/26 15:43
100845,Sony WH-1000XM6,1,459,02/05/25 18:54
139641,BRAVIA XR 65,1,3499,12/30/25 16:32
109132,Sony WH-1000XM6,1,459,04/18/25 18:56
125373,Sony WF-1000XM6,1,299,09/04/25 21:29
148164,MacBook Neo,4,599,03/15/26 23:57
131599,Sony WF-1000XM6,3,299,10/26/25 18:41
127340,BRAVIA 3 II 65,4,899,09/20/25 14:44
112125,Sony WH-1000XM6,1,459,05/14/25 02:51
145738,BRAVIA XR8B 65,1,1299,02/21/26 19:53
140709,iPhone 17 Pro Max,1,1299,01/09/26 15:15
133306,Sony WF-1000XM6,1,299,11/09/25 06:45
151535,BRAVIA 3 II 65,1,899,04/11/26 19:54
140513,MacBook Air 15 Inch,1,1299,01/07/26 10:36
102497,MacBook Neo,1,599,02/20/25 18:40
126941,Galaxy S26 Ultra,1,1299,09/17/25 04:29
100242,MacBook Air 15 Inch,1,1299,01/31/25 16:46
134414,"Samsung 85"" Neo QLED QN80H",1,3299,11/18/25 14:40
125357,Sony WH-1000XM6,1,459,09/04/25 09:20
103760,MacBook Neo,1,599,03/03/25 18:46
143176,Sony WH-1000XM6,1,459,01/30/26 16:37
150879,BRAVIA XR8B 65,1,1299,04/06/26 03:26
118362,MacBook Neo,1,599,07/06/25 00:25
119701,iPhone 17 Pro Max,1,1299,07/18/25 13:35
127512,MacBook Air 15 Inch,1,1299,09/22/25 21:39
109981,Galaxy S26+,1,1299,04/25/25 03:14
148345,"Samsung 85"" Neo QLED QN80H",1,3299,03/16/26 02:55
132342,BRAVIA XR8B 65,1,1299,11/01/25 09:49
124042,Sony WF-1000XM6,3,299,08/23/25 18:28
129923,Sony WF-1000XM6,1,299,10/12/25 08:10
113788,Sony WF-1000XM6,1,299,05/28/25 00:25
123390,iPhone 17 Pro Max,1,1299,08/18/25 15:14
111759,Sony WH-1000XM6,4,459,05/11/25 12:59
151889,Galaxy S26 Ultra,1,1299,04/14/26 19:19
111322,Sony WF-1000XM6,1,299,05/07/25 21:24
113344,Sony WF-1000XM6,1,299,05/24/25 09:03
135960,MacBook Neo,1,599,12/01/25 11:10
150986,Sony WF-1000XM6,3,299,04/07/26 18:47
146703,Sony WH-1000XM6,1,459,03/02/26 15:10
122295,MacBook Neo,1,599,08/09/25 15:05
136808,Sony WF-1000XM6,1,299,12/08/25 18:04
149997,MacBook Neo,1,599,03/30/26 01:56
136289,iPhone 17 Pro Max,1,1299,12/04/25 15:38
129743,Sony WH-1000XM6,1,459,10/11/25 01:23
113264,iPhone 17 Pro Max,1,1299,05/24/25 22:42
147349,iPhone 17 Pro Max,1,1299,03/08/26 06:06
122048,MacBook Pro 16 Inch,1,2699,08/07/25 09:42
104583,iMac,1,1699,03/10/25 01:37
150547,iPhone 17 Pro Max,1,1299,04/04/26 07:07
142082,Galaxy S26 Ultra,1,1299,01/20/26 21:13
147021,Sony WF-1000XM6,3,299,03/05/26 19:14
139189,MacBook Neo,1,599,12/27/25 14:41
131373,Sony WF-1000XM6,3,299,10/24/25 17:37
132680,Sony WF-1000XM6,2,299,11/04/25 03:17
125428,Galaxy S26+,1,1299,09/04/25 19:00
108136,BRAVIA XR 77,1,4499,04/09/25 05:51
112720,Sony WF-1000XM6,1,299,05/19/25 08:38
102179,MacBook Air 15 Inch,1,1299,02/17/25 14:31
130834,iPhone 17 Pro Max,1,1299,10/20/25 23:55
127989,Sony WH-1000XM6,1,459,09/26/25 09:09
101865,MacBook Neo,1,599,02/14/25 22:08
106080,Sony WH-1000XM6,1,459,03/23/25 15:47
120793,Sony WH-1000XM6,3,459,07/27/25 17:18
139551,Galaxy S26+,1,1299,12/29/25 20:34
121675,Galaxy S26+,1,1299,08/03/25 08:42
132600,Galaxy S26 Ultra,1,1299,11/03/25 19:59
135456,Sony WH-1000XM6,1,459,11/27/25 12:54
139323,MacBook Neo,1,599,12/28/25 14:02
147814,MacBook Neo,1,599,03/12/26 00:33
143745,Sony WF-1000XM6,2,299,02/04/26 20:42
127156,Sony WF-1000XM6,1,299,09/19/25 12:01
144872,Sony WH-1000XM6,1,459,02/14/26 07:29
104195,Galaxy S26+,1,1299,03/06/25 12:22
148758,iPhone 17 Pro Max,1,1299,03/20/26 03:27
103628,iPhone 17 Pro Max,1,1299,03/02/25 06:38
148413,Sony WH-1000XM6,1,459,03/17/26 14:27
149878,MacBook Air 15 Inch,1,1299,03/29/26 14:34
122560,iPhone 17 Pro Max,1,1299,08/11/25 19:59
100831,MacBook Air 15 Inch,1,1299,02/05/25 02:16
105557,BRAVIA 3 II 65,2,899,03/18/25 11:22
110548,iPhone 17 Pro Max,1,1299,05/01/25 16:09
143461,iPhone 17 Pro Max,1,1299,02/02/26 04:14
149743,Sony WH-1000XM6,1,459,03/28/26 01:17
127526,Sony WH-1000XM6,1,459,09/22/25 10:06
119887,Sony WF-1000XM6,2,299,07/19/25 16:10
143091,Sony WF-1000XM6,1,299,01/29/26 09:11
136626,BRAVIA 3 II 65,3,899,12/06/25 15:50
152053,MacBook Air 15 Inch,1,1299,04/16/26 03:21
130527,Sony WF-1000XM6,1,299,10/17/25 07:26
120974,Galaxy S26+,1,1299,07/28/25 13:51
135237,Sony WF-1000XM6,1,299,11/25/25 13:27
127386,Sony WH-1000XM6,3,459,09/21/25 14:37
139862,Sony WF-1000XM6,1,299,01/01/26 22:21
108245,Sony WF-1000XM6,4,299,04/10/25 15:58
117966,Sony WF-1000XM6,1,299,07/02/25 17:02
131647,BRAVIA 3 II 65,1,899,10/26/25 09:30
120147,Galaxy S26+,1,1299,07/21/25 04:32
119296,Sony WH-1000XM6,1,459,07/14/25 08:23
112226,MacBook Air 15 Inch,1,1299,05/15/25 22:25
152436,Sony WF-1000XM6,1,299,04/19/26 20:34
103881,MacBook Neo,1,599,03/04/25 10:31
107195,Alpha 7R V ,1,3299,04/01/25 21:07
107915,Alpha 7R V ,1,3299,04/07/25 11:52
121774,Galaxy S26 Ultra,1,1299,08/04/25 22:40
129213,Galaxy S26+,1,1299,10/06/25 17:01
152138,iPhone 17 Pro Max,1,1299,04/17/26 08:24
124611,Sony WH-1000XM6,3,459,08/28/25 17:42
121674,Galaxy S26+,1,1299,08/03/25 17:56
142938,iMac,1,1699,01/28/26 01:03
123074,Sony WF-1000XM6,1,299,08/15/25 20:40
147665,Galaxy Z Fold7,1,1999,03/10/26 06:42
151349,Sony WF-1000XM6,1,299,04/10/26 22:03
149640,Sony WF-1000XM6,2,299,03/27/26 15:22
111636,MacBook Air 15 Inch,1,1299,05/10/25 21:37
148664,Sony WH-1000XM6,2,459,03/19/26 22:07
104936,Sony WH-1000XM6,1,459,03/13/25 23:31
149865,MacBook Neo,4,599,03/29/26 10:35
150741,Sony WF-1000XM6,1,299,04/05/26 13:59
124269,Sony WH-1000XM6,4,459,08/25/25 15:14
145013,Sony WH-1000XM6,1,459,02/15/26 05:00
108162,Galaxy S26+,1,1299,04/09/25 23:00
102783,Sony WF-1000XM6,4,299,02/22/25 19:43
117861,Galaxy S26 Ultra,1,1299,07/01/25 16:03
118528,BRAVIA XR8B 65,1,1299,07/07/25 13:32
116212,BRAVIA 3 II 65,1,899,06/17/25 06:19
112362,Sony WF-1000XM6,1,299,05/16/25 06:50
138754,Sony WF-1000XM6,1,299,12/23/25 17:33
117786,iMac,1,1699,07/01/25 12:00
102053,BRAVIA 3 II 65,4,899,02/15/25 06:16
138692,iMac,1,1699,12/23/25 12:42
132220,BRAVIA XR8B 65,1,1299,10/31/25 19:46
102418,Sony WH-1000XM6,3,459,02/19/25 08:42
152308,Sony WF-1000XM6,4,299,04/18/26 01:16
118339,BRAVIA 3 II 65,2,899,07/05/25 19:39
106865,BRAVIA 3 II 65,1,899,03/29/25 03:17
132149,MacBook Neo,1,599,10/31/25 03:01
138671,iPhone 17 Pro Max,1,1299,12/23/25 19:00
128892,iPhone 17 Pro Max,1,1299,10/04/25 11:05
107583,BRAVIA 3 II 65,1,899,04/04/25 18:53
144116,BRAVIA XR8B 65,1,1299,02/07/26 12:19
147017,Sony WH-1000XM6,1,459,03/05/26 14:45
144772,Sony WF-1000XM6,1,299,02/13/26 06:08
151913,iPhone 17 Pro Max,1,1299,04/15/26 12:33
152820,iPhone 17 Pro Max,1,1299,04/23/26 01:26
146587,iMac,1,1699,03/01/26 15:42
140891,Sony WH-1000XM6,1,459,01/10/26 13:31
147443,Galaxy S26 Ultra,1,1299,03/08/26 09:36
123346,Alpha 7R V ,1,3299,08/17/25 09:12
133583,MacBook Neo,1,599,11/12/25 13:03
122017,Galaxy S26+,1,1299,08/06/25 13:01
142856,Sony WF-1000XM6,1,299,01/27/26 08:16
132063,Sony WF-1000XM6,1,299,10/30/25 22:02
136304,iMac,1,1699,12/04/25 04:15
134060,Galaxy S26 Ultra,1,1299,11/15/25 22:48
117187,MacBook Air 15 Inch,1,1299,06/26/25 22:35
101383,Galaxy S26 Ultra,1,1299,02/09/25 23:55
122699,Sony WH-1000XM6,1,459,08/12/25 23:19
152361,MacBook Pro 16 Inch,1,2699,04/19/26 03:58
120210,Sony WF-1000XM6,1,299,07/22/25 15:35
131056,Galaxy S26+,1,1299,10/21/25 18:54
106996,BRAVIA 3 II 65,2,899,03/30/25 03:24
152959,Sony WH-1000XM6,1,459,04/24/26 16:56
132283,Sony WH-1000XM6,1,459,11/01/25 21:10
118623,Sony WF-1000XM6,2,299,07/08/25 18:58
117847,BRAVIA XR 77,1,4499,07/01/25 11:18
141724,BRAVIA 3 II 65,4,899,01/17/26 08:33
124395,Sony WF-1000XM6,1,299,08/26/25 15:19
110126,BRAVIA 3 II 65,1,899,04/26/25 13:04
123071,Sony WF-1000XM6,2,299,08/15/25 20:26
136829,BRAVIA XR8B 65,1,1299,12/08/25 11:57
136732,Galaxy S26+,1,1299,12/07/25 05:48
148011,Galaxy S26 Ultra,1,1299,03/13/26 21:17
133520,Sony WF-1000XM6,3,299,11/11/25 03:39
126175,MacBook Neo,1,599,09/11/25 15:28
105137,MacBook Air 15 Inch,1,1299,03/15/25 05:00
112472,Sony WF-1000XM6,1,299,05/17/25 09:57
121494,Sony WF-1000XM6,3,299,08/02/25 13:26
115844,Galaxy S26+,1,1299,06/14/25 05:14
102344,BRAVIA XR8B 65,1,1299,02/18/25 11:12
114379,MacBook Neo,1,599,06/02/25 20:00
114342,Galaxy S26+,1,1299,06/01/25 13:18
127803,Galaxy S26 Ultra,1,1299,09/24/25 23:02
137294,Sony WF-1000XM6,1,299,12/12/25 21:10
119816,iPhone 17 Pro Max,1,1299,07/19/25 07:37
126863,MacBook Neo,1,599,09/17/25 01:34
111528,Sony WH-1000XM6,4,459,05/09/25 03:06
105073,BRAVIA XR8B 65,1,1299,03/14/25 07:46
147022,Sony WF-1000XM6,1,299,03/05/26 15:29
119999,Sony WF-1000XM6,1,299,07/20/25 21:19
145272,Sony WF-1000XM6,1,299,02/17/26 22:05
119161,Sony WH-1000XM6,1,459,07/13/25 05:24
133512,Sony WH-1000XM6,1,459,11/11/25 08:12
152411,Sony WF-1000XM6,1,299,04/19/26 09:09
117254,BRAVIA 3 II 65,1,899,06/26/25 03:27
119487,MacBook Neo,1,599,07/16/25 20:20
108853,Galaxy S26 Ultra,1,1299,04/15/25 12:13
121391,Sony WF-1000XM6,1,299,08/01/25 04:20
